CTO:de:static:157;CRC-7                                                                     ; ;K\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;[K] Hash-Funktionen\ CRC<br/>[T] Hash-Funktionen\ CRC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;                                                   ;3) Hashverfahren und Authentifizierungscodes
CTO:de:static:158;CRC-7/ROHC                                                                ; ;K\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;[K] Hash-Funktionen\ CRC<br/>[T] Hash-Funktionen\ CRC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;                                                   ;3) Hashverfahren und Authentifizierungscodes
CTO:de:static:159;CRC-8                                                                     ; ;K\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;[K] Hash-Funktionen\ CRC<br/>[T] Hash-Funktionen\ CRC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;                                                   ;3) Hashverfahren und Authentifizierungscodes
CTO:de:static:160;CRC-8/CCITT                                                               ; ;K\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;[K] Hash-Funktionen\ CRC<br/>[T] Hash-Funktionen\ CRC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;                                                   ;3) Hashverfahren und Authentifizierungscodes
CTO:de:static:161;CRC-8/DARC                                                                ; ;K\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;[K] Hash-Funktionen\ CRC<br/>[T] Hash-Funktionen\ CRC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;                                                   ;3) Hashverfahren und Authentifizierungscodes
CTO:de:static:162;CRC-8/EBU                                                                 ; ;K\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;[K] Hash-Funktionen\ CRC<br/>[T] Hash-Funktionen\ CRC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;                                                   ;3) Hashverfahren und Authentifizierungscodes
CTO:de:static:163;CRC-8/I-CODE                                                              ; ;K\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;[K] Hash-Funktionen\ CRC<br/>[T] Hash-Funktionen\ CRC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;                                                   ;3) Hashverfahren und Authentifizierungscodes
CTO:de:static:164;CRC-8/ITU                                                                 ; ;K\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;[K] Hash-Funktionen\ CRC<br/>[T] Hash-Funktionen\ CRC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;                                                   ;3) Hashverfahren und Authentifizierungscodes
CTO:de:static:165;CRC-8/J1850                                                               ; ;K\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;[K] Hash-Funktionen\ CRC<br/>[T] Hash-Funktionen\ CRC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;                                                   ;3) Hashverfahren und Authentifizierungscodes
CTO:de:static:166;CRC-8/MAXIM                                                               ; ;K\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;[K] Hash-Funktionen\ CRC<br/>[T] Hash-Funktionen\ CRC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;                                                   ;3) Hashverfahren und Authentifizierungscodes
CTO:de:static:167;CRC-8/ROHC                                                                ; ;K\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;[K] Hash-Funktionen\ CRC<br/>[T] Hash-Funktionen\ CRC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;                                                   ;3) Hashverfahren und Authentifizierungscodes
CTO:de:static:168;CRC-8/WCDMA                                                               ; ;K\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;[K] Hash-Funktionen\ CRC<br/>[T] Hash-Funktionen\ CRC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;                                                   ;3) Hashverfahren und Authentifizierungscodes
CTO:de:static:169;CRC-A                                                                     ; ;K\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;[K] Hash-Funktionen\ CRC<br/>[T] Hash-Funktionen\ CRC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;                                                   ;3) Hashverfahren und Authentifizierungscodes
CTO:de:static:170;DHA256                                                                    ; ;       ;A  ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;[A] Hash-Funktionen\ DHA256                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;                                                   ;3) Hashverfahren und Authentifizierungscodes
CTO:de:static:171;FORK-256                                                                  ; ;       ;A  ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;[A] Hash-Funktionen\ FORK256                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;                                                   ;3) Hashverfahren und Authentifizierungscodes
CTO:de:static:172;Grøstl                                                                    ; ;K\T    ;   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;[K] Hash-Funktionen\ Grøstl<br/>[T] Hash-Funktionen\ Grøstl<br/>[T] Hash-Funktionen\ Passwort-Speicherung mittels Salted Grøstl-256<br/>[T] Hash-Funktionen\ Passwort-Verifizierung mittels Salted Grøstl-256                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;                                                   ;3) Hashverfahren und Authentifizierungscodes
CTO:de:static:173;Hashwert einer Datei                                                      ;X;       ;D\A; ;Einzelverfahren\ Hashverfahren\ Hashwert einer Datei...                                                                                                                                                                                                                                                                                                                                                                                                                          ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;[D] Algorithmen\ Hash\MD5<br/>[D] Algorithmen\ Hash\ SHA<br/>[D] Algorithmen\ Hash\ SHA3-Kandidaten<br/>[A] Hash-Funktionen\                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;                                                   ;3) Hashverfahren und Authentifizierungscodes
