CT1:de:static:108;CRC-1/Partiy                                                              ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:109;CRC-10                                                                    ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:110;CRC-11                                                                    ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:111;CRC-12/3GPP                                                               ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:112;CRC-12/DECT                                                               ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:113;CRC-14/DARC                                                               ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:114;CRC-15                                                                    ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:115;CRC-15/MPT1327                                                            ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:116;CRC-16                                                                    ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:117;CRC-16/AUG-CCITT                                                          ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:118;CRC-16/BUYPASS                                                            ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:119;CRC-16/CCITT-FALSE                                                        ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:120;CRC-16/DDS-110                                                            ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:121;CRC-16/DECT-R                                                             ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:122;CRC-16/DECT-X                                                             ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:123;CRC-16/DNP                                                                ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:124;CRC-16/EN-13757                                                           ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:125;CRC-16/GENIBUS                                                            ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:126;CRC-16/IBM-SDLC                                                           ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:127;CRC-16/MAXIM                                                              ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:128;CRC-16/MCRF4XX                                                            ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:129;CRC-16/RIELLO                                                             ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:130;CRC-16/T10-DIF                                                            ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:131;CRC-16/TELEDISK                                                           ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:132;CRC-16/TMS37157                                                           ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:133;CRC-16/USB                                                                ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:134;CRC-24/FLEXRAY-A                                                          ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:135;CRC-24/FLEXRAY-B                                                          ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:136;CRC-24/OPENPGP                                                            ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:137;CRC-3/ROHC                                                                ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:138;CRC-31/PHILIPS                                                            ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:139;CRC-32                                                                    ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:140;CRC-32/BZIP2                                                              ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:141;CRC-32/MPEG-2                                                             ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:142;CRC-32/POSIX                                                              ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:143;CRC-32C                                                                   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:144;CRC-32D                                                                   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:145;CRC-32Q                                                                   ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:146;CRC-4/ITU                                                                 ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:147;CRC-40/GSM                                                                ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:148;CRC-5/EPC                                                                 ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:149;CRC-5/ITU                                                                 ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:150;CRC-5/USB                                                                 ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:151;CRC-6/DARC                                                                ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:152;CRC-6/ITU                                                                 ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:153;CRC-64                                                                    ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:154;CRC-64/1B                                                                 ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:155;CRC-64/Jones                                                              ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:156;CRC-64/WE                                                                 ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:157;CRC-7                                                                     ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:158;CRC-7/ROHC                                                                ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:159;CRC-8                                                                     ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:160;CRC-8/CCITT                                                               ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:161;CRC-8/DARC                                                                ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:162;CRC-8/EBU                                                                 ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:163;CRC-8/I-CODE                                                              ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:164;CRC-8/ITU                                                                 ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:165;CRC-8/J1850                                                               ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:166;CRC-8/MAXIM                                                               ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:167;CRC-8/ROHC                                                                ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:168;CRC-8/WCDMA                                                               ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:169;CRC-A                                                                     ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:170;DHA256                                                                    ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:171;FORK-256                                                                  ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:172;Grøstl                                                                    ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:173;Hashwert einer Datei                                                      ;X;Einzelverfahren\ Hashverfahren\ Hashwert einer Datei...                                                                                                                                                                                                                                                                                                                                                                                                                          ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:174;HMACs                                                                     ;X;Einzelverfahren\ Hashverfahren\ Generieren von HMACs...                                                                                                                                                                                                                                                                                                                                                                                                                          ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:175;JAMCRC                                                                    ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:176;KERMIT                                                                    ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:177;MD2                                                                       ;X;Einzelverfahren\ Hashverfahren\ MD2                                                                                                                                                                                                                                                                                                                                                                                                                                              ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:178;MD4                                                                       ;X;Einzelverfahren\ Hashverfahren\ MD4                                                                                                                                                                                                                                                                                                                                                                                                                                              ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:179;MD5                                                                       ;X;Einzelverfahren\ Hashverfahren\ MD5                                                                                                                                                                                                                                                                                                                                                                                                                                              ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:180;MODBUS                                                                    ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:181;Password-Speicherung mittels Salted SHA-1                                 ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
CT1:de:static:182;Password-Verifizierung mittels Salted SHA-1                               ; ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;3) Hashverfahren und Authentifizierungscodes
